Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Vêtements & EPI;vetement;;DEWALT Écouteurs Bluetooth Robustes à Tour de Cou, Casque sans Fil Bluetooth 5.2 avec Micro, léger et Confortable, IP56 ;99,45;seul;bonnet;;;;;;;;sans-ref;famille:epi;TIT:couteurs bluetooth robustes tour de cou casque sans fil bluetooth 5 2 avec micro l ger et confortable ip56;titre;OUTIL;2;;
Vêtements & EPI;chaussure;HADL05430;DeWALT HADL05430 Chaussure De Travail Hadley - Marron - Tige Haute - Pointure 43;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05430|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00450;DeWALT HADL00450 Chaussure De Travail Hadley - Noir - Haute - Taille 45;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00450|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL05450;DeWALT HADL05450 Chaussure De Travail Hadley - Marron - Tige Haute - Pointure 45;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05450|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL05460;DeWALT HADL05460 Chaussure De Travail Hadley - Marron - Haute - Taille 46;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05460|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00420;DeWALT HADL00420 Chaussure De Travail Hadley - Noir - Haute - Taille 42;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00420|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;GARR00450;DeWALT GARR00450 Chaussure De Travail Garrison - Noir - Basse - Taille 45;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:GARR00450|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL05420;DeWALT HADL05420 Chaussure De Travail Hadley - Marron - Tige Haute - Pointure 42;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05420|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00440;DeWALT HADL00440 Chaussure De Travail Hadley - Noir - Haute - Taille 44;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00440|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00430;DeWALT HADL00430 Chaussure De Travail Hadley - Noir - Haute - Taille 43;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00430|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00410;DeWALT HADL00410 Chaussure De Travail Hadley - Noir - Haute - Taille 41;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00410|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL05440;DeWALT HADL05440 Chaussure De Travail Hadley - Marron - Tige Haute - Pointure 44;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05440|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;GARR00460;DeWALT GARR00460 Chaussure De Travail Garrison - Noir - Basse - Taille 46;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:GARR00460|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL05410;DeWALT HADL05410 Chaussure De Travail Hadley - Marron - Tige Haute - Pointure 41;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL05410|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;GARR00410;DeWALT GARR00410 Chaussure De Travail Garrison - Noir - Basse - Taille 41;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:GARR00410|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;HADL00460;DeWALT HADL00460 Chaussure De Travail Hadley - Noir - Haute - Taille 46;100,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:HADL00460|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;;;DEWALT Men's Oakdale Patch Trucker Hat (Black/Yellow);100,94;seul;;;;;;;;;sans-ref;titre;TIT:men s oakdale patch trucker hat black yellow;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DEWALT Milburn S7 Bottes de sécurité imperméables en cuir nubuck avec embout en acier pour homme, stone, 44 EU;100,99;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:milburn s7 bottes de s curit imperm ables en cuir nubuck avec embout en acier pour homme stone 44 eu;titre;OUTIL;1;;
Vêtements & EPI;vetement;;DEWALT Milburn Bottes de travail imperméables en cuir nubuck pour homme, bout en acier, S7, stone, 46 EU;101,98;seul;veste de pluie;;;;;;;;sans-ref;famille:epi;TIT:milburn bottes de travail imperm ables en cuir nubuck pour homme bout en acier s7 stone 46 eu;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DeWalt Lima (LIMA) stone;105,56;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:lima lima stone;titre;OUTIL;1;;
Vêtements & EPI;hauteur;DNM50;DEWALT Clou d'ancrage DEWALT DNM 50 mm 33 degrés tige annulaire Galvanisé Quantité:2000;106,99;seul;ligne de vie;;;;;;;;sans-ref;famille:epi;REF:DNM50|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;;DEWALT Mixte Bottes de revendeur d'azote Marron Pointure 39, Brown, 6 UK;107,16;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:mixte bottes de revendeur d azote marron pointure 39 brown 6 uk;titre;OUTIL;1;;
Vêtements & EPI;chaussure;SB18;DeWalt Cutter;109,02;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:SB18|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;hauteur;DNM40R60GZ;DeWalt Clous d'ancrage tige annulaire galvanisé 60mm 33 degrés 2000 pièces (DNM40R60GZ);109,99;seul;ligne de vie;;;;;;;;sans-ref;famille:epi;REF:DNM40|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Murray Bottes de sécurité imperméables Noir Taille 45;112,39;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:murray bottes de s curit imperm ables noir taille 45;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;DeWalt Challenger 3 black;114,33;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:challenger 3 black;titre;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00420;DeWALT CROS00420 Chaussures De Travail Crossfire - Noir - Basse - Taille 42;115,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00420|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00430;DeWALT CROS00430 Chaussures De Travail Crossfire - Noir - Basse - Taille 43;115,00;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00430|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;APPRENT5;DeWalt Apprentice (APPRENT5) miel;115,60;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;REF:APPRENT5|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Murray Bottes de sécurité imperméables Noir Taille 39;115,96;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:murray bottes de s curit imperm ables noir taille 39;titre;OUTIL;1;;
Vêtements & EPI;chaussure;RADIAL8B;DeWalt Radial Dealer RADIAL8B Chaussures de sécurité Marron Pointure 42 (Import Grande Bretagne);117,20;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:RADIAL8|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;vetement;;DEWALT Pantalon de travail MEMPHIS - Gris - 44;117,59;seul;pantalon de travail;;;;;;;;sans-ref;famille:epi;TIT:pantalon de travail memphis gris 44;titre;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00440;DeWALT CROS00440 Chaussures De Travail Crossfire - Noir - Basse - Taille 44;120,59;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00440|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00400;DeWALT CROS00400 Chaussures De Travail Crossfire - Noir - Basse Tige - Taille 40;120,59;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00400|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00410;DeWALT CROS00410 Chaussures De Travail Crossfire - Noir - Basse Tige - Taille 41;120,59;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00410|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00460;DeWALT CROS00460 Chaussure De Travail Crossfire - Noir - Basse - Taille 46;120,59;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00460|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;CROS00450;DeWALT CROS00450 Chaussure De Travail Crossfire - Noir - Basse - Taille 45;120,59;seul;chaussure de sécurité;;;;;;;;sans-ref;famille:epi;REF:CROS00450|OUTIL;référence;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Murray Bottes de sécurité imperméables Noir Taille 42;122,82;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:murray bottes de s curit imperm ables noir taille 42;titre;OUTIL;2;;
Vêtements & EPI;chaussure;;Dewalt Murray Bottes de sécurité imperméables Noir Taille 44;123,03;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:murray bottes de s curit imperm ables noir taille 44;titre;OUTIL;1;;
Vêtements & EPI;chaussure;;Dewalt Nitrogen 7 Bottes de sécurité;124,72;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:nitrogen 7 bottes de s curit;titre;OUTIL;1;;
Vêtements & EPI;vetement;DXMA1902093;DeWalt Casque Tour de Cou Bluetooth 2-en-1 avec Haut-parleurs Intégrés, 60+h, IP56 (DXMA1902093);124,99;pack;bonnet;;;;;;;;sans-ref;famille:epi;REF:DXMA1902093|PACK;référence;PACK;1;;
Vêtements & EPI;chaussure;;DeWalt Nitrogen brown;128,89;seul;botte de sécurité;;;;;;;;sans-ref;famille:epi;TIT:nitrogen brown;titre;OUTIL;1;;
Vêtements & EPI;;;DEWALT Men's Oakdale Patch Trucker Hat (Grey/Black);129,88;seul;;;;;;;;;sans-ref;titre;TIT:men s oakdale patch trucker hat grey black;titre;OUTIL;2;;
