Famille;Rayon;Référence;Titre;Prix idealo (€);Pack;Type;Voltage;Coffret;Ah;Nb outils;Nb batteries;Nb pièces;Édition limitée;Origine;Signal de classement;Clé de doublon;Niveau de clé;Variante;Doublons fusionnés;Réf. fiche du site;Prix actuel du site (€)
Électro portatif;mesure;DW088CG;DeWALT DW088CG-XJ — Niveau laser croix DW088CG-XJ;108,00;seul;niveau laser;;AUCUN;;;;;;reconnu;famille:machine;REF:DW088|OUTIL;référence;OUTIL;8;DW088CG-XJ;413,52
Électro portatif;jardin;DCM572N-XJ;DEWALT DCM572N-XJ;246,10;seul;;54;AUCUN;;;0;;;inconnu;famille:machine;REF:DCM572|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF921N-XJ;DEWALT DCF921N-XJ;131,15;seul;visseuse à chocs;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF921|OUTIL;référence;OUTIL;5;;
Électro portatif;jardin;DCM571N;DEWALT DCM571N;245,99;pack;débroussailleuse;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCM571|PACK;référence;PACK;3;;
Électro portatif;vissage-choc;DCF809NT;DeWalt DCF 809 NT Visseuse à chocs sans fil 18 V Brushless Li-Ion + Coffret de transport T-STAK - sans batterie, sans ch;106,00;pack;visseuse à chocs;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCF809|PACK;référence;PACK;26;;
Électro portatif;vissage-choc;DCF891;DEWALT DCF891;218,76;seul;visseuse à chocs;;AUCUN;;;;;;inconnu;famille:machine;REF:DCF891|OUTIL;référence;OUTIL;9;;
Électro portatif;percage;DCF620NT;DeWALT DCF620NT-XJ — Visseuse à placo 18V XR (solo, coffret TSTAK);196,07;pack;visseuse à placo;;TSTAK;2;;1;;;reconnu;famille:machine;REF:DCF620|PACK;référence;PACK;46;DCF620NT-XJ;196,75
Électro portatif;sciage;DCS369N;SCIE À BATTERIE DEWALT SCIE 18V (SANS BATTERIE NI CHARGEUR) DCS369N;129,13;pack;;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCS369|PACK;référence;PACK;31;;
Électro portatif;;DCE560N-XJ;DEWALT DCE560N-XJ;244,86;seul;;18;AUCUN;;;0;;;inconnu;famille:machine;REF:DCE560|OUTIL;référence;OUTIL;1;;
Électro portatif;meulage;DCS491;DEWALT DCS491;244,33;seul;cisaille;;AUCUN;;;;;;inconnu;famille:machine;REF:DCS491|OUTIL;référence;OUTIL;3;;
Électro portatif;percage;DCD740;DEWALT DCD740;143,70;seul;perceuse-visseuse;;AUCUN;;;;;;inconnu;famille:machine;REF:DCD740|OUTIL;référence;OUTIL;3;;
Électro portatif;sciage;DCS355D1;DEWALT DCS355D1;181,16;pack;;18;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCS355|PACK;référence;PACK;21;;
Électro portatif;vissage-choc;DCF892NT-XJ;DEWALT DCF892NT-XJ;239,10;seul;visseuse à chocs;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCF892|OUTIL;référence;OUTIL;4;;
Électro portatif;meulage;DCG406NT-XJ;DEWALT - Meuleuse Brushless XR 18V 5Ah Li-Ion - DCG406NT-XJ - Meuleuse sans Fil avec Interrupteur à Palette & Boîte de 1;197,66;pack;;18;TSTAK;5;;0;10;;sans-ref;famille:machine;REF:DCG406|PACK;référence;PACK;23;;
Électro portatif;aspiration;DCV100XJ;DeWalt DCV 100 XJ;81,18;pack;;18;AUCUN;;;100;;;sans-ref;famille:machine;REF:DCV100|PACK;référence;PACK;17;;
Électro portatif;percage;DCDW102-XJ;DEWALT DCDW102-XJ DCDW102-XJ Couronne de perçage à eau diamantée 61 mm 1 pc(s);247,49;seul;;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCDW102|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD996NT;DeWALT DCD996NT-XJ — Perceuse-visseuse à percussions 18V DCD996NT-XJ;197,68;pack;perceuse-visseuse;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCD996|PACK;référence;PACK;43;DCD996NT-XJ;450,40
Électro portatif;vissage-choc;DCF921NT;"DeWalt DCF 921 NT Clé à choc sans fil 18 V 400 Nm 1/2"" Brushless + TSTAK - sans batterie, sans chargeur";207,32;pack;clé à chocs;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCF921|PACK;référence;PACK;33;;
Électro portatif;vissage-choc;DCF887NDS;Clé à chocs DeWALT DCF887NDS (appareil seul + DS150);117,00;pack;clé à chocs;;AUCUN;;;;;;sans-ref;famille:machine;REF:DCF887|PACK;référence;PACK;41;;
Électro portatif;aspiration;;Aspirateur Eau & Poussières Dxvp-qt - 960w, 34l, Silencieux - DEWALT - 101264;247,10;seul;aspirateur;;AUCUN;;;;;;sans-ref;famille:machine;TIT:aspirateur eau poussi res dxvp qt 960w 34l silencieux 101264;titre;OUTIL;2;;
Électro portatif;jardin;DCMHT563N;DeWALT DCMHT563N-XJ — Taille haie 18V 55 cm DCMHT563N-XJ;145,90;pack;taille-haie;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMHT563|PACK;référence;PACK;11;DCMHT563N-XJ;231,32
Électro portatif;meulage;DCG405N;DeWalt DCG 405 N;116,90;seul;meuleuse d'angle;18;AUCUN;;;;;;sans-ref;famille:machine;REF:DCG405|OUTIL;référence;OUTIL;17;;
Électro portatif;meulage;DCG405N;DeWalt DCG 405 N + 1x 4,0Ah;216,79;pack;meuleuse d'angle;18;AUCUN;4;;1;;;sans-ref;famille:machine;REF:DCG405|PACK;référence;PACK;22;;
Électro portatif;chantier;DCMPP568P1-QW;DEWALT DCMPP568P1-QW;210,06;pack;;;AUCUN;5;;1;;;inconnu;famille:machine;REF:DCMPP568|PACK;référence;PACK;6;;
Électro portatif;jardin;DCMPS520N-XJ;DeWALT DCMPS520N-XJ — Tronçonneuse d'élagage 18V XR guide 20 cm (solo);131,36;pack;tronçonneuse;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMPS520|PACK;référence;PACK;15;DCMPS520N-XJ;166,63
Électro portatif;sciage;DCS367NT-XJ;DEWALT - Scie Sabre Compact Brushless XR 18V Li-Ion - DCS367NT-XJ & DT2352-QZ Lame pour Scies Sabre Bois, Argent, 240 mm;244,84;pack;scie sabre;18;TSTAK;;;0;5;;sans-ref;famille:machine;REF:DCS367|PACK;référence;PACK;14;;
Électro portatif;jardin;DCMPS567P1-QW;DeWalt Perche élagueuse sans fil DCMPS567P1-QW;244,49;pack;élagueuse sur perche;;AUCUN;5;;1;;;sans-ref;famille:machine;REF:DCMPS567|PACK;référence;PACK;2;;
Électro portatif;bois;DCW200D1;Dewalt DCW200D1 Ponceuse vibrante sans fil 18 V 108x115 mm + 1 x 2,0Ah Batteries + Chargeur + Coffret T-STAK;232,45;pack;ponceuse;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCW200|PACK;référence;PACK;8;;
Électro portatif;sciage;DCS573NT;DeWALT DCS573NT-XJ — Scie circulaire 18V Ø190 mm DCS573NT-XJ;252,91;pack;scie circulaire;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCS573|PACK;référence;PACK;4;DCS573NT-XJ;402,38
Électro portatif;bois;DCW220NT-XJ;DeWALT DCW220NT-XJ — Ponceuse à bande 18V DCW220NT-XJ;252,00;seul;;18;TSTAK;;;0;;;reconnu;famille:machine;REF:DCW220|OUTIL;référence;OUTIL;3;DCW220NT-XJ;384,04
Électro portatif;perforation;DCH172N-XJ;DeWALT DCH172N-XJ — Perforateur SDS Plus 18V DCH172N-XJ;149,99;seul;perforateur;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCH172|OUTIL;référence;OUTIL;4;DCH172N-XJ;266,98
Électro portatif;confort;DCR029-QW;DeWALT DCR029-QW — Radio de chantier 18V DCR029-QW Bluetooth;189,62;seul;radio de chantier;;AUCUN;;;;;;reconnu;famille:machine;REF:DCR029|OUTIL;référence;OUTIL;1;DCR029-QW;297,72
Électro portatif;jardin;DCM200N-XJ;DeWALT DCM200N — Lime à bande 18V DCM200N;226,88;seul;;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCM200|OUTIL;référence;OUTIL;3;DCM200N;573,58
Électro portatif;sciage;DCS386NT-XJ;DeWALT DCS386NT-XJ — Scie sabre 18V DCS386NT-XJ;249,07;seul;scie sabre;;TSTAK;;;0;;;reconnu;famille:machine;REF:DCS386|OUTIL;référence;OUTIL;1;DCS386NT-XJ;363,12
Électro portatif;combo;DCK2110L2T-QW;DEWALT DCK2110L2T-QW;253,87;pack;pack d'outils;18;TSTAK;3;;2;;;inconnu;famille:machine;REF:DCK2110|PACK;référence;PACK;1;;
Électro portatif;fixation;DPN46RN-XJ;DEWALT DPN46RN-XJ;253,45;seul;cloueur;;AUCUN;;;0;;;inconnu;famille:machine;REF:DPN46|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCF601D2-QW;DEWALT DCF601D2-QW;165,99;pack;perceuse-visseuse;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCF601|PACK;référence;PACK;4;;
Électro portatif;mesure;DW0811;DEWALT DW0811;253,18;seul;télémètre laser;;AUCUN;;;;;;inconnu;famille:machine;REF:DW0811|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS573;DEWALT DCS573;252,91;seul;scie circulaire;;AUCUN;;;;;;inconnu;famille:machine;REF:DCS573|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD709D1T-QW;Dewalt DCD709D1T-QW Perceuse à percussion sans fil XR 18V 65Nm 2 vitesses - 1 X 2.0 Ah Batterie, chargeur en coffret;153,94;pack;perceuse à percussion;18;GENERIQUE;2;;1;;;sans-ref;famille:machine;REF:DCD709|PACK;référence;PACK;13;;
Électro portatif;mesure;DCL079-XJ;DEWALT DCL079-XJ;250,99;pack;projecteur;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCL079|PACK;référence;PACK;1;;
Électro portatif;percage;DCD778D2T;DEWALT DCD778D2T;176,09;pack;perceuse-visseuse;;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCD778|PACK;référence;PACK;6;;
Électro portatif;percage;DCF620N;DEWALT DCF620N;125,12;seul;perceuse-visseuse;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCF620|OUTIL;référence;OUTIL;12;;
Électro portatif;vissage-choc;DCF520;DEWALT DCF520;250,00;seul;cliquet;18;AUCUN;;;;;;inconnu;famille:machine;REF:DCF520|OUTIL;référence;OUTIL;1;;
Électro portatif;chantier;DXCMS156RE;DEWALT DXCMS156RE;249,90;seul;compresseur;;AUCUN;;;;;;inconnu;famille:machine;REF:DXCMS156|OUTIL;référence;OUTIL;1;;
Électro portatif;bois;D26500K;DEWALT D26500K;249,60;seul;raboteuse;;AUCUN;;;;;;inconnu;famille:machine;REF:D26500|OUTIL;référence;OUTIL;2;;
Électro portatif;percage;DCD800N-XJ;Dewalt DCD800N-XJ Perceuse visseuse 18V XR 90 Nm - sans batterie ni chargeur;117,12;pack;perceuse-visseuse;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCD800|PACK;référence;PACK;27;;
Électro portatif;vissage-choc;DCF512N-XJ;"DeWALT DCF512N — Clé à cliquet 18V XR 1/2"" Brushless (produit seul)";157,19;seul;cliquet;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCF512|OUTIL;référence;OUTIL;4;DCF512N;218,59
Électro portatif;;DCF850;DEWALT DCF850 pilote d'impact pilote électrique 20V sans brosse sans fil 3250 tr/min tournevis outils à couple élevé out;96,99;seul;;20;AUCUN;;;;;;sans-ref;famille:machine;REF:DCF850|OUTIL;référence;OUTIL;7;;
Électro portatif;perforation;DCH133NT-XJ;DEWALT - Perforateur-Burineur SDS-PLUS Brushless 2.6J 18V - DCH133NT-XJ - Sans Fil avec Coffret TSTAK et Débrayage de Sé;195,88;pack;perforateur;18;TSTAK;;;0;6;;sans-ref;famille:machine;REF:DCH133|PACK;référence;PACK;22;;
Électro portatif;batterie;DCP580N-XJ;DEWALT Rabot Brushless XR 18V sans Batterie ni Chargeur DCP580N-XJ - Coffret TSTAK & Dt3905 lame rabot HSS 82mm;159,38;pack;batterie;18;TSTAK;;;0;;;sans-ref;famille:energie;REF:DCP580|PACK;référence;PACK;15;;
Électro portatif;meulage;;"DEWALT Meuleuse d'angle électronique ""Le Béton 125 mm - 1500 W - 240 V & Coffret de 10 Disques Pour Meuleuse - Dimension";251,90;pack;meuleuse d'angle;;AUCUN;;;;10;;sans-ref;famille:machine;TIT:meuleuse d angle lectronique le b ton 125 mm 1500 w 240 v coffret de 10 disques pour meuleuse dimension;titre;PACK;1;;
Électro portatif;combo;DCK2067D2T-QW;DEWALT - Kit 2 outils XR 18V 2Ah Li-Ion : Perceuse visseuse Compact Brushless + Gonfleur - DCK2067D2T-QW;251,45;pack;pack d'outils;18;TSTAK;2;2;2;;;sans-ref;famille:machine;REF:DCK2067|PACK;référence;PACK;2;;
Électro portatif;meulage;;Dewalt Duo de meuleuses 125/230 mm;251,15;seul;meuleuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:duo de meuleuses 125 230 mm;titre;OUTIL;1;;
Électro portatif;aspiration;DCV501LN;Dewalt DCV501LN Aspirateur à main XR 18V - Sans batterie, ni chargeur + Sac de transport;135,14;pack;aspirateur;18;AUCUN;;;0;;;sans-ref;famille:machine;REF:DCV501|PACK;référence;PACK;3;;
Électro portatif;bois;XR18V;DEWALT Multi-Cutter XR 18V, Coffret TSTAK, sans Batterie ni Chargeur + Lame 65x43mm Large pour Multi-Cutter;184,57;pack;outil multifonctions;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:XR18|PACK;référence;PACK;23;;
Électro portatif;sciage;DCS334NT;DeWalt DCS 334 NT 18 V Li-Ion Scie sauteuse Brushless + Coffret T-STAK II - sans Batterie, sans Chargeur;151,75;pack;scie sauteuse;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCS334|PACK;référence;PACK;31;;
Électro portatif;chantier;;Compresseur électrique DeWalt 6L 203V;249,99;seul;compresseur;;AUCUN;;;;;;sans-ref;famille:machine;TIT:compresseur lectrique 6l 203v;titre;OUTIL;1;;
Électro portatif;vissage-choc;DCF922D1T-QW;Dewalt DCF922D1T-QW Clé à choc sans fil sans charbon 18V Li-ion XR - 1 X 2.0Ah Batrerie + chargeur en Tstak;240,20;pack;clé à chocs;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCF922|ACCESSOIRE;référence;ACCESSOIRE;3;;
Électro portatif;aspiration;DCV517;DeWalt DCV 517 Aspirateur à main sans fil 18 V 1,9 L + 1x batterie 2,0 Ah - sans chargeur;182,18;pack;aspirateur;18;AUCUN;2;;1;;;sans-ref;famille:machine;REF:DCV517|PACK;référence;PACK;14;;
Électro portatif;vissage-choc;DCF86MP1T;DeWalt McLaren F1 Team DCF86MP1T 18V 1x 5,0 Ah und Ladegerät in TSTAK;249,59;pack;visseuse à chocs;18;TSTAK;5;;1;;oui;sans-ref;famille:machine;REF:DCF86|PACK;référence;PACK;3;;
Électro portatif;percage;DCD86MP1T-QW;DeWalt Cordless Impact Drill/Driver DCD86MP1T-QW;249,54;pack;perceuse-visseuse;;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCD86|PACK;référence;PACK;3;;
Électro portatif;combo;DT70523TM-QZ;DEWALT DT70523TM-QZ DT70523TM-QZ-Expositor Merchandiser DT70523T x 12;249,06;seul;pack d'outils;;AUCUN;;;;;;sans-ref;famille:machine;REF:DT70523|OUTIL;référence;OUTIL;2;;
Électro portatif;sciage;DCS570N;DeWALT DCS570N — Scie circulaire 18V XR Brushless Ø184 mm (machine seule);184,50;seul;scie circulaire;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS570|OUTIL;référence;OUTIL;3;DCS570N;211,49
Électro portatif;meulage;DCG426N;DeWALT DCG426N-XJ — Meuleuse droite XR 18V DCG426N-XJ;140,14;seul;meuleuse droite;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCG426|OUTIL;référence;OUTIL;2;DCG426N-XJ;248,51
Électro portatif;percage;DCD444N-XJ;DeWALT DCD444N-XJ — Perceuse-visseuse d'angle 18V XR Brushless (solo);253,98;seul;perceuse d'angle;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCD444|OUTIL;référence;OUTIL;1;DCD444N-XJ;319,88
Électro portatif;sciage;DCS578NT-XJ;DEWALT DCS578NT-XJ;259,18;seul;scie circulaire;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCS578|OUTIL;référence;OUTIL;3;;
Électro portatif;sciage;DCS373N;DEWALT DCS373N;194,27;seul;scie circulaire;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCS373|OUTIL;référence;OUTIL;4;;
Électro portatif;chantier;DCE050N-XJ;DEWALT DCE050N-XJ;258,68;seul;pompe;;AUCUN;;;0;;;inconnu;famille:machine;REF:DCE050|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF503D1-QW;DEWALT DCF503D1-QW;257,95;pack;cliquet;;AUCUN;2;;1;;;inconnu;famille:machine;REF:DCF503|PACK;référence;PACK;1;;
Électro portatif;meulage;DWE492-QS;DEWALT DWE492-QS;108,25;seul;meuleuse d'angle;;AUCUN;;;;;;inconnu;famille:machine;REF:DWE492|OUTIL;référence;OUTIL;6;;
Électro portatif;combo;DCK2062D2T-QW;DEWALT DCK2062D2T-QW;256,74;pack;pack d'outils;18;TSTAK;2;;2;;;inconnu;famille:machine;REF:DCK2062|PACK;référence;PACK;5;;
Électro portatif;perforation;D25333K;DEWALT D25333K;256,00;seul;marteau perforateur;;AUCUN;;;;;;inconnu;famille:machine;REF:D25333|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF902D2-QW;DEWALT DCF902D2-QW;255,16;pack;visseuse à chocs;;AUCUN;2;;2;;;inconnu;famille:machine;REF:DCF902|PACK;référence;PACK;1;;
Électro portatif;vissage-choc;DCF902;DEWALT DCF902;255,16;seul;visseuse à chocs;;AUCUN;;;;;;inconnu;famille:machine;REF:DCF902|OUTIL;référence;OUTIL;1;;
Électro portatif;vissage-choc;DCF901P1-QW;DEWALT DCF901P1-QW;207,95;pack;visseuse à chocs;;AUCUN;5;;1;;;inconnu;famille:machine;REF:DCF901|PACK;référence;PACK;3;;
Électro portatif;percage;DCD85MM2T;DeWalt McLaren DCD85MM2T Impact Drill incl. 2nd Battery, incl. Charger;259,90;pack;perceuse-visseuse;18;TSTAK;4;;2;;oui;sans-ref;famille:machine;REF:DCD85|PACK;référence;PACK;3;;
Électro portatif;sciage;;DeWalt D1 (1x batterie 2 Ah avec chargeur en mallette);259,53;pack;scie sauteuse;;GENERIQUE;2;;1;;;sans-ref;famille:machine;TIT:d1 1x batterie 2 ah avec chargeur en mallette;titre;PACK;1;;
Électro portatif;perforation;DCH263N;DEWALT DCH263N;183,12;pack;marteau perforateur;;AUCUN;;;1;;;inconnu;famille:machine;REF:DCH263|PACK;référence;PACK;14;;
Électro portatif;percage;;DEWALT DEWALT Présentoir de comptoir Set de visseuses 12xDT71516M Quantité:1;258,99;pack;visseuse;;AUCUN;;;;;;sans-ref;famille:machine;TIT:pr sentoir de comptoir set de visseuses 12xdt71516m quantit 1;titre;PACK;1;;
Électro portatif;meulage;DCG404NT-XJ;DeWALT DCG404NT-XJ Corps De Meuleuse D'angle Compacte Sans Fil 18 V Li-ion Dans Un Coffret TSTAK - 125 Mm;258,83;pack;meuleuse d'angle;18;TSTAK;;;0;;;sans-ref;famille:machine;REF:DCG404|PACK;référence;PACK;9;;
Électro portatif;meulage;;Meuleuse d'angle Dewalt 230/2200W avec pare-béton;258,49;seul;meuleuse d'angle;;AUCUN;;;;;;sans-ref;famille:machine;TIT:meuleuse d angle 230 2200w avec pare b ton;titre;OUTIL;1;;
Électro portatif;meulage;DCS438N-XJ;DeWALT DCS438N-XJ — Meuleuse Ø76 mm XR 18V DCS438N-XJ;154,96;pack;meuleuse;18;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS438|PACK;référence;PACK;17;DCS438N-XJ;260,77
Électro portatif;percage;DCD996;DeWALT DCD996N — Perceuse à percussion 18V XR Brushless (machine seule);149,88;seul;perceuse-visseuse;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCD996|OUTIL;référence;OUTIL;9;DCD996N;212,06
Électro portatif;batterie;;Dewalt kit de batteries 18V 5,0Ah - lot de 2;258,28;pack;batterie;18;;5;;2;2;;sans-ref;famille:energie;TIT:kit de batteries 18v 5 0ah lot de 2;titre;PACK;1;;
Électro portatif;percage;DCD740NT;DEWALT DCD740NT;143,70;pack;perceuse-visseuse;;TSTAK;;;0;;;inconnu;famille:machine;REF:DCD740|PACK;référence;PACK;11;;
Électro portatif;batterie;DCB205;DeWALT DCB205 Non-Batterie Rechargeable-Piles;255,42;pack;batterie;;;;;1;;;sans-ref;famille:energie;REF:DCB205|PACK;référence;PACK;1;;
Électro portatif;batterie;DCB283BC;DEWALT Pack 2 batteries bluetooth 18V 2Ah + Adapt USB - DCB283BC;254,09;pack;batterie;18;;2;;2;;;sans-ref;famille:energie;REF:DCB283|PACK;référence;PACK;1;;
Électro portatif;meulage;DCG409;DEWALT-meuleuse d'angle DCG409, outil électrique sans fil sans balais 20V, machine de découpe, polisseuse portable recha;87,39;seul;meuleuse d'angle;20;AUCUN;;;;;;sans-ref;famille:machine;REF:DCG409|OUTIL;référence;OUTIL;9;;
Électro portatif;sciage;DCS389NT-XJ;DEWALT DCS389NT-XJ;267,09;seul;scie sabre;54;TSTAK;;;0;;;inconnu;famille:machine;REF:DCS389|OUTIL;référence;OUTIL;3;;
Électro portatif;confort;DWST1-81079;DEWALT DWST1-81079;266,00;seul;radio de chantier;;AUCUN;;;;;;inconnu;famille:machine;REF:DWST1-81079|OUTIL;référence;OUTIL;1;;
Électro portatif;percage;DCD799NT-XJ;Perceuse-visseuse à percussion 18V DCD799NT-XJ + 1 batterie 18V 5 Ah + 1 Chargeur DCB1104-QW DEWALT;213,90;pack;perceuse-visseuse;18;TSTAK;5;;1;;;sans-ref;famille:machine;REF:DCD799|PACK;référence;PACK;3;;
Électro portatif;combo;DWMT73803;DEWALT DWMT73803;262,64;pack;pack d'outils;;GENERIQUE;;;;;;inconnu;famille:machine;REF:DWMT73803|PACK;référence;PACK;1;;
Électro portatif;batterie;DCB549-XJ;DEWALT DCB549-XJ;261,09;pack;batterie;18;;15;;18;;;inconnu;famille:energie;REF:DCB549|PACK;référence;PACK;1;;
Électro portatif;fixation;DPN1564APP;DEWALT DPN1564APP;260,24;seul;cloueur;;AUCUN;;;;;;inconnu;famille:machine;REF:DPN1564|OUTIL;référence;OUTIL;1;;
Électro portatif;sciage;DCS369N;DeWALT DCS369N-XJ — Scie sabre 18V DCS369N-XJ;125,04;seul;scie sabre;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCS369|OUTIL;référence;OUTIL;10;DCS369N-XJ;231,32
Électro portatif;bois;DCW210D1;Dewalt DCW210D1 Ponceuse excentrique 125 mm 18V Brushless + en TSTAK + 1 X 2,0 Ah Batteries + Chargeur;239,41;pack;ponceuse;18;TSTAK;2;;1;;;sans-ref;famille:machine;REF:DCW210|PACK;référence;PACK;3;;
Électro portatif;chantier;DXPW001U;DeWALT DXPW001U - Nettoyeur haute pression à eau froide - 160 bars - 480 l/h;210,63;seul;nettoyeur haute pression;;AUCUN;;;;;;sans-ref;famille:machine;REF:DXPW001|OUTIL;référence;OUTIL;6;;
Électro portatif;batterie;DCB132;DeWALT DCB132 — Chargeur double 18-54V DCB132;80,45;pack;batterie;;;;;1;;;reconnu;famille:energie;REF:DCB132|PACK;référence;PACK;5;DCB132;217,82
Électro portatif;chantier;DCE530N-XJ;DEWALT Décapeur Thermique XR 18V DCE530N-XJ & Batterie 4 Ah Li-ION - DCB182-XJ - Compatible avec Tous Les Outils XR 18V ;150,58;pack;décapeur thermique;18;AUCUN;4;;1;;;sans-ref;famille:machine;REF:DCE530|PACK;référence;PACK;16;;
Électro portatif;chantier;DCMPP568N-XJ;DeWALT DCMPP568N-XJ — Sécateur 18V DCMPP568N-XJ;118,14;seul;;;AUCUN;;;0;;;reconnu;famille:machine;REF:DCMPP568|OUTIL;référence;OUTIL;4;DCMPP568N-XJ;207,88
Électro portatif;aspiration;DWH161N;DEWALT DWH161N;157,52;seul;système d'aspiration;;AUCUN;;;0;;;inconnu;famille:machine;REF:DWH161|OUTIL;référence;OUTIL;2;;
